Zeit	mg		
19.64569092	1.534347828		
19.83642578	10.245998		
20.02716064	11.10674924		
20.21789551	2.866878403		
20.40863037	0.279782947		
20.59936523	0.329417075		
20.7901001	0.22441463		
20.98083496	0.16368706		
21.17156982	0.319204574		
21.36230469	0.681068075		
21.55303955	5.160208487		
21.74377441	28.44274375		
21.93450928	29.34860769		
22.12524414	6.372011949		
22.315979	1.13615209		
22.50671387	0.354356187		
22.69744873	0.242362664		
22.88818359	0.125791194		
23.07891846	0.612211256		
23.26965332	1.302108442		
23.46038818	9.29568461		
23.65112305	46.10378367		
23.84185791	45.16469037		
24.03259277	8.89214018		
24.22332764	1.362609903		
24.4140625	0.699655411		
24.60479736	0.278756639		
24.79553223	0.468021282		
24.98626709	0.703842612		
25.17700195	1.909561108		
25.36773682	13.72219833		
25.55847168	61.96405618		
25.74920654	57.64236538		
25.93994141	10.20006289		
26.13067627	1.753971241		
26.32141113	0.671815406		
26.512146	0.41565485		
26.70288086	0.639313054		
26.89361572	0.652188051		
27.08435059	2.379960683		
27.27508545	18.84133982		
27.46582031	76.46141608		
27.65655518	67.24494554		
27.84729004	10.61779067		
28.0380249	1.844666375		
28.22875977	0.797204915		
28.41949463	0.374705874		
28.61022949	0.826720401		
28.80096436	0.800924634		
28.99169922	2.548150034		
29.18243408	23.77138624		
29.37316895	88.17334063		
29.56390381	73.46947098		
29.75463867	10.20688121		
29.94537354	1.936341669		
30.1361084	0.799141331		
30.32684326	0.302351142		
30.51757813	0.77180917		
30.70831299	0.97429159		
30.89904785	2.859902743		
31.08978271	28.42928765		
31.28051758	97.90025466		
31.47125244	77.41267735		
31.6619873	9.459360555		
31.85272217	1.811666228		
32.04345703	0.806356296		
32.23419189	0.189488198		
32.42492676	0.788162737		
32.61566162	1.096223293		
32.80639648	2.675251239		
32.99713135	31.89320607		
33.18786621	101.0336718		
33.37860107	75.39858391		
33.56933594	7.703994789		
33.7600708	1.819636401		
33.95080566	0.605235692		
34.14154053	0.41420169		
34.33227539	1.025754233		
34.52301025	0.716008327		
34.71374512	2.817107294		
34.90447998	34.62201059		
35.09521484	102.3036921		
35.28594971	72.23954627		
35.47668457	6.141994441		
35.66741943	1.4877223		
35.8581543	0.653800728		
36.04888916	0.434299112		
36.23962402	0.890248704		
36.43035889	0.813194032		
36.62109375	2.20536147		
36.81182861	37.19489615		
37.00256348	101.6104327		
37.19329834	67.78181112		
37.3840332	4.775766682		
37.57476807	1.194311489		
37.76550293	0.42697294		
37.95623779	0.512288951		
38.14697266	0.980633974		
38.33770752	0.480855471		
38.52844238	2.238324284		
38.71917725	38.08485149		
38.90991211	97.84907619		
39.10064697	61.76951656		
39.29138184	3.539562094		
39.4821167	0.559656949		
39.67285156	0.66501811		
39.86358643	0.622132336		
40.05432129	0.832799826		
40.24505615	0.48502306		
40.43579102	1.477089694		
40.62652588	38.41134281		
40.81726074	91.80378763		
41.00799561	54.60414235		
41.19873047	2.13956341		
41.38946533	0.523407717		
41.5802002	0.494344702		
41.77093506	0.813945608		
41.96166992	0.928353654		
42.15240479	0.149100381		
42.34313965	1.032027221		
42.53387451	36.94906141		
42.72460938	82.66606922		
42.91534424	46.28826509		
43.1060791	1.166716092		
43.29681396	0.276308675		
43.48754883	0.546839672		
43.67828369	0.916477048		
43.86901855	0.482275084		
44.05975342	0.371936283		
44.25048828	0.424009031		
44.44122314	34.39824301		
44.63195801	72.48182928		
44.82269287	38.18609803		
45.01342773	0.269871524		
45.2041626	0.112034529		
45.39489746	0.386267525		
45.58563232	0.646301884		
45.77636719	0.370563785		
45.96710205	0.278733789		
46.15783691	0.262084869		
46.34857178	30.28194963		
46.53930664	60.05981934		
46.7300415	29.72194998		
46.92077637	0.131151751		
47.11151123	0.257768055		
47.30224609	0.246053183		
47.49298096	0.66384223		
47.68371582	0.184940677		
47.87445068	0.214572673		
48.06518555	0.486709771		
48.25592041	25.66010779		
48.44665527	48.12164333		
48.63739014	22.5923554		
48.828125	0.338432727		
49.01885986	0.400631935		
49.20959473	0.30967069		
49.40032959	0.834572309		
49.59106445	0.343847201		
49.78179932	0.271103837		
49.97253418	0.787408147		
50.16326904	20.5682409		
50.35400391	35.81610232		
50.54473877	15.54509199		
50.73547363	0.563015567		
50.9262085	0.189336877		
51.11694336	0.468229909		
51.30767822	0.711570517		
51.49841309	0.176556891		
51.68914795	0.240568984		
51.87988281	0.790723017		
52.07061768	14.55171367		
52.26135254	23.83313069		
52.4520874	9.488504514		
52.64282227	0.584129075		
52.83355713	0.199471589		
53.02429199	0.191305792		
53.21502686	0.433143883		
53.40576172	0.178178829		
53.59649658	0.068649393		
53.78723145	0.743849733		
53.97796631	8.326488949		
54.16870117	12.91046033		
54.35943604	4.842671248		
54.5501709	0.533571447		
54.74090576	0.105653686		
54.93164063	0.213202849		
55.12237549	0.611253381		
55.31311035	0.221073835		
55.50384521	0.357398747		
55.69458008	0.212009523		
55.88531494	2.491857871		
56.0760498	3.712682876		
56.26678467	1.441850984		
56.45751953	0.381399989		
56.64825439	0.257685677		
56.83898926	0.087811241		
57.02972412	0.166359849		
57.22045898	0.2445689		
57.41119385	0.132630694		
57.60192871	0.647024187		
57.79266357	4.402088747		
57.98339844	5.950158481		
58.1741333	2.144384603		
58.36486816	0.351528946		
58.55560303	0.179904188		
58.74633789	0.280222732		
58.93707275	0.437824123		
59.12780762	0.265677255		
59.31854248	0.278268771		
59.50927734	0.764423689		
59.70001221	9.106899277		
59.89074707	12.13799585		
60.08148193	3.969504163		
60.2722168	0.472526843		
60.46295166	0.479883141		
60.65368652	0.488703553		
60.84442139	0.863164725		
61.03515625	0.629352479		
61.22589111	0.595817417		
61.41662598	1.923068629		
61.60736084	13.94941088		
61.7980957	17.2571699		
61.98883057	4.959336177		
62.17956543	0.574675223		
62.37030029	0.335351047		
62.56103516	0.64164671		
62.75177002	0.368478154		
62.94250488	0.26701641		
63.13323975	0.668482584		
63.32397461	2.217894789		
63.51470947	16.74411369		
63.70544434	19.85049178		
63.8961792	5.331574809		
64.08691406	0.533794229		
64.27764893	0.508729044		
64.46838379	0.848598706		
64.65911865	1.112342385		
64.84985352	0.680843589		
65.04058838	0.259401926		
65.23132324	3.303345971		
65.42205811	19.15716164		
65.61279297	21.06618784		
65.80352783	4.894026758		
65.9942627	0.892744501		
66.18499756	0.320737313		
66.37573242	0.913841628		
66.56646729	1.018959362		
66.75720215	0.207449096		
66.94793701	0.657569728		
67.13867188	3.682254674		
67.32940674	20.04535883		
67.5201416	21.17201212		
67.71087646	4.791899886		
67.90161133	0.840332231		
68.09234619	0.053807413		
68.28308105	0.552033066		
68.47381592	1.153156776		
68.66455078	0.343117823		
68.85528564	0.992838051		
69.04602051	3.875419139		
69.23675537	19.97930856		
69.42749023	20.1729313		
69.6182251	4.547716807		
69.80895996	0.401288527		
69.99969482	0.596401525		
70.19042969	1.275007861		
70.38116455	1.410578013		
70.57189941	0.4464959		
70.76263428	0.361021849		
70.95336914	4.031928876		
71.144104	18.58201165		
71.33483887	17.62661831		
71.52557373	2.706206847		
71.71630859	1.432799207		
71.90704346	0.486988871		
72.09777832	1.51550217		
72.28851318	1.396418964		
72.47924805	0.385673445		
72.66998291	0.803148253		
72.86071777	4.201192249		
73.05145264	16.26623639		
73.2421875	14.5564938		
73.43292236	2.414704776		
73.62365723	0.481658386		
73.81439209	0.593303527		
74.00512695	1.351043227		
74.19586182	1.156275133		
74.38659668	0.121947599		
74.57733154	0.295195359		
74.76806641	2.868678903		
74.95880127	11.06851425		
75.14953613	9.528060114		
75.340271	1.497281574		
75.53100586	0.237495797		
75.72174072	0.590074173		
75.91247559	1.32768446		
76.10321045	1.268490443		
76.29394531	0.223632769		
76.48468018	0.087241212		
76.67541504	2.971148895		
76.8661499	9.702835432		
77.05688477	7.788193831		
77.24761963	0.892021236		
77.43835449	0.587304393		
77.62908936	0.922664602		
77.81982422	2.473358458		
78.01055908	2.258629157		
78.20129395	0.462251816		
78.39202881	1.103973824		
78.58276367	1.606085012		
78.77349854	6.233171559		
78.9642334	4.473490874		
79.15496826	0.64528933		
79.34570313	0.622528079		
79.53643799	1.430188912		
79.72717285	0.915457212		
79.91790771	0.395114407		
80.10864258	0.247597164		
80.29937744	0.520894899		
80.4901123	1.515188327		
80.68084717	5.038704607		
80.87158203	3.317153533		
81.06231689	3.855435543		
81.25305176	1.813793286		
81.44378662	0.421870569		
81.63452148	1.157185518		
81.82525635	0.629932454		
82.01599121	0.302695011		
82.20672607	0.38350946		
82.39746094	1.718440485		
82.5881958	4.290162879		
82.77893066	2.882005151		
82.96966553	0.334932938		
83.16040039	0.11012078		
83.35113525	0.465035935		
83.54187012	1.318518779		
83.73260498	0.810348502		
83.92333984	0.15778615		
84.11407471	0.222967224		
84.30480957	1.119556662		
84.49554443	3.211662364		
84.6862793	2.169770263		
84.87701416	0.331524297		
85.06774902	0.520128063		
85.25848389	0.523569945		
85.44921875	1.989777592		
85.63995361	1.380393374		
85.83068848	0.199939365		
86.02142334	0.137692537		
86.2121582	1.619984203		
86.40289307	3.544549137		
86.59362793	2.206531815		
86.78436279	0.313025655		
86.97509766	0.170301306		
87.16583252	1.261939305		
87.35656738	2.316542206		
87.54730225	1.19374249		
87.73803711	0.205567687		
87.92877197	0.363080141		
88.11950684	1.763088812		
88.3102417	3.588211481		
88.50097656	2.177272045		
88.69171143	0.396744546		
88.88244629	0.174074315		
89.07318115	0.369910052		
89.26391602	0.887114285		
89.45465088	0.741883445		
89.64538574	0.558015734		
89.83612061	0.549797891		
90.02685547	1.378423311		
90.21759033	2.539229277		
90.4083252	1.29918331		
90.59906006	0.042886634		
90.78979492	0.020990676		
90.98052979	0.468356854		
91.17126465	1.01872597		
91.36199951	0.524453192		
91.55273438	0.126548423		
91.74346924	0.113643236		
91.9342041	0.563332241		
92.12493896	1.389297579		
92.31567383	0.902451723		
92.50640869	0.1307586		
92.69714355	0.153319614		
92.88787842	0.404660403		
93.07861328	0.562109802		
93.26934814	0.516268626		
93.46008301	0.798290717		
93.65081787	0.79179628		
93.84155273	0.533953302		
94.0322876	0.071065544		
94.22302246	0.270028821		
94.41375732	0.368063066		
94.60449219	0.364002865		
94.79522705	0.796117584		
94.98596191	1.284007937		
95.17669678	0.710579234		
95.36743164	0.09823169		
95.5581665	0.113329879		
95.74890137	0.239281459		
95.93963623	0.433849147		
96.13037109	0.207479797		
96.32110596	0.261870116		
96.51184082	0.170768167		
96.70257568	0.322289129		
96.89331055	0.638236191		
97.08404541	0.374513177		
97.27478027	0.379021212		
97.46551514	0.544941737		
97.65625	0.447350974		
97.84698486	0.33010598		
98.03771973	0.130299107		
98.22845459	0.1209731		
98.41918945	0.225052322		
98.60992432	0.629945935		
98.80065918	1.041104819		
98.99139404	0.821712888		
99.18212891	0.248581313		
99.37286377	0.484330962		
99.56359863	0.679120095		
99.7543335	1.290947108		
99.94506836	0.635529324		
100.1358032	0.163102345		
100.3265381	0.024748996		
100.5172729	0.213411869		
100.7080078	0.388383346		
100.8987427	0.637344053		
101.0894775	0.735779948		
101.2802124	0.622609925		
101.4709473	0.122395079		
101.6616821	0.54288074		
101.852417	0.288546839		
102.0431519	0.3510515		
102.2338867	0.404513469		
102.4246216	0.232933048		
102.6153564	0.572721252		
102.8060913	0.459247457		
102.9968262	0.646853534		
103.187561	0.424569452		
103.3782959	0.258840677		
103.5690308	0.496461792		
103.7597656	0.389627717		
103.9505005	0.482433541		
104.1412354	0.271236938		
104.3319702	0.220785536		
104.5227051	0.098166831		
104.7134399	0.674905344		
104.9041748	0.875085551		
105.0949097	0.518517327		
105.2856445	0.994991224		
105.4763794	1.197379344		
105.6671143	0.312074664		
105.8578491	0.10847452		
106.048584	0.279410873		
106.2393188	0.399613172		
106.4300537	0.448071784		
106.6207886	0.636584115		
106.8115234	0.688681604		
107.0022583	0.558608946		
107.1929932	1.465615321		
107.383728	1.759810408		
107.5744629	0.604365131		
107.7651978	0.976137718		
107.9559326	1.063923012		
108.1466675	0.507048585		
108.3374023	0.159346007		
108.5281372	0.255368309		
108.7188721	0.176532846		
108.9096069	0.510487156		
109.1003418	2.845374876		
109.2910767	3.588817324		
109.4818115	1.433818323		
109.6725464	0.374082096		
109.8632813	0.251578169		
110.0540161	0.121668718		
110.244751	0.324423016		
110.4354858	0.249905884		
110.6262207	0.229568245		
110.8169556	0.352258976		
111.0076904	3.123553725		
111.1984253	3.521319088		
111.3891602	0.551709924		
111.579895	0.371804969		
111.7706299	0.193243661		
111.9613647	0.755551247		
112.1520996	0.956149318		
112.3428345	0.428808796		
112.5335693	0.204345361		
112.7243042	0.934335328		
112.9150391	4.647140611		
113.1057739	5.237467074		
113.2965088	1.526223294		
113.4872437	0.115975582		
113.6779785	0.250003566		
113.8687134	0.385331998		
114.0594482	0.383730838		
114.2501831	0.060309693		
114.440918	0.573017741		
114.6316528	0.741310864		
114.8223877	5.603939299		
115.0131226	5.855967859		
115.2038574	1.407178365		
115.3945923	0.210401159		
115.5853271	0.055941411		
115.776062	0.472814316		
115.9667969	0.415327816		
116.1575317	0.396198343		
116.3482666	0.261106904		
116.5390015	1.210078432		
116.7297363	6.846507621		
116.9204712	6.808615551		
117.1112061	1.248244229		
117.3019409	0.328571698		
117.4926758	0.199593955		
117.6834106	0.786868693		
117.8741455	0.589887044		
118.0648804	0.2202271		
118.2556152	0.377696935		
118.4463501	1.387095281		
118.637085	6.800628046		
118.8278198	6.565098662		
119.0185547	1.553970648		
119.2092896	0.731520179		
119.4000244	0.306403727		
119.5907593	2.950359266		
119.7814941	2.536070208		
119.972229	0.458886717		
120.1629639	0.340421795		
120.3536987	2.941364965		
120.5444336	11.04255637		
120.7351685	9.433123661		
120.9259033	1.32643016		
121.1166382	0.223537822		
121.307373	0.155986299		
121.4981079	0.049465812		
121.6888428	0.174385052		
121.8795776	0.218858713		
122.0703125	0.576313203		
122.2610474	2.093079131		
122.4517822	8.261350735		
122.6425171	6.783503543		
122.833252	1.08306751		
123.0239868	0.179800896		
123.2147217	0.317644373		
123.4054565	0.43396658		
123.5961914	0.399049602		
123.7869263	0.342981666		
123.9776611	0.34223805		
124.168396	2.350778746		
124.3591309	7.786658352		
124.5498657	6.021346396		
124.7406006	0.714536064		
124.9313354	0.26738986		
125.1220703	0.158095321		
125.3128052	0.26229136		
125.50354	0.279623552		
125.6942749	0.431572524		
125.8850098	0.396219778		
126.0757446	1.795354879		
126.2664795	6.10613947		
126.4572144	4.43051777		
126.6479492	0.441974769		
126.8386841	0.433379098		
127.0294189	0.323931822		
127.2201538	0.479653025		
127.4108887	0.236712298		
127.6016235	0.23270964		
127.7923584	0.171174849		
127.9830933	1.894092988		
128.1738281	5.396020484		
128.364563	4.016870428		
128.5552979	0.939899575		
128.7460327	0.511027524		
128.9367676	0.286123275		
129.1275024	0.103370863		
129.3182373	0.359796574		
129.5089722	0.495580049		
129.699707	0.427847182		
129.8904419	1.62693103		
130.0811768	4.442890663		
130.2719116	2.914728045		
130.4626465	0.333013101		
130.6533813	0.237455566		
130.8441162	0.172207392		
131.0348511	0.857518561		
131.2255859	0.618312145		
131.4163208	0.346767698		
131.6070557	0.328681528		
131.7977905	1.386188855		
131.9885254	3.040314577		
132.1792603	1.92108927		
132.3699951	0.280586163		
132.56073	0.166232185		
132.7514648	0.201920557		
132.9421997	0.307745035		
133.1329346	0.510786499		
133.3236694	0.643615744		
133.5144043	0.537677918		
133.7051392	1.161083194		
133.895874	2.542117296		
134.0866089	1.443569837		
134.2773438	0.18804857		
134.4680786	0.225805763		
134.6588135	0.231304955		
134.8495483	0.208927796		
135.0402832	0.511459421		
135.2310181	0.712548477		
135.4217529	0.362336756		
135.6124878	1.963241404		
135.8032227	3.860946735		
135.9939575	2.068394686		
136.1846924	0.287514892		
136.3754272	0.438667083		
136.5661621	0.316083204		
136.756897	0.330613675		
136.9476318	0.309046173		
137.1383667	0.235660584		
137.3291016	0.318418754		
137.5198364	2.758915948		
137.7105713	5.314420929		
137.9013062	2.812956234		
138.092041	0.230730572		
138.2827759	0.188769754		
138.4735107	0.422785495		
138.6642456	0.214394495		
138.8549805	0.306597682		
139.0457153	0.127761035		
139.2364502	0.184319726		
139.4271851	3.458714283		
139.6179199	6.67983395		
139.8086548	3.378344792		
139.9993896	0.484839196		
140.1901245	0.198847968		
140.3808594	0.385794536		
140.5715942	0.795327806		
140.7623291	0.694184062		
140.953064	0.402735564		
141.1437988	0.298271952		
141.3345337	4.804247012		
141.5252686	8.503206348		
141.7160034	3.583967709		
141.9067383	0.335970903		
142.0974731	0.302309006		
142.288208	0.32903661		
142.4789429	0.443413522		
142.6696777	0.314169806		
142.8604126	0.371010399		
143.0511475	0.793660317		
143.2418823	6.33042199		
143.4326172	10.1069216		
143.6233521	4.481017274		
143.8140869	0.247515699		
144.0048218	0.505110405		
144.1955566	0.59645848		
144.3862915	0.724978144		
144.5770264	0.492425505		
144.7677612	0.596330323		
144.9584961	1.030413086		
145.149231	7.146064354		
145.3399658	11.11633655		
145.5307007	4.285599764		
145.7214355	0.704180349		
145.9121704	0.453244575		
146.1029053	0.763712364		
146.2936401	0.915920934		
146.484375	0.554351153		
146.6751099	0.565979269		
146.8658447	0.467331244		
147.0565796	7.685205799		
147.2473145	11.25356378		
147.4380493	3.91941698		
147.6287842	0.342529498		
147.819519	0.027342179		
148.0102539	0.838895935		
148.2009888	1.198315197		
148.3917236	0.758624741		
148.5824585	0.363711126		
148.7731934	0.70486744		
148.9639282	7.649194546		
149.1546631	10.99223775		
149.3453979	3.665759927		
149.5361328	0.265860992		
149.7268677	0.421427464		
149.9176025	0.678619705		
150.1083374	1.164034349		
150.2990723	0.495468649		
150.4898071	0.114996632		
150.680542	1.288787554		
150.8712769	8.267401258		
151.0620117	11.0963704		
151.2527466	3.798144413		
151.4434814	0.461157386		
151.6342163	0.405593236		
151.8249512	0.627433433		
152.015686	1.034377984		
152.2064209	0.791603196		
152.3971558	0.071003899		
152.5878906	1.0162053		
152.7786255	8.045638953		
152.9693604	10.36518907		
153.1600952	3.27674896		
153.3508301	0.111428846		
153.5415649	0.284075394		
153.7322998	0.588445601		
153.9230347	0.931476944		
154.1137695	0.275192274		
154.3045044	0.10924489		
154.4952393	1.531023324		
154.6859741	7.714992479		
154.876709	8.941634245		
155.0674438	2.235226198		
155.2581787	0.686371763		
155.4489136	0.45316962		
155.6396484	1.162311279		
155.8303833	0.829980585		
156.0211182	0.36713898		
156.211853	0.871935584		
156.4025879	0.643153784		
156.5933228	6.493175527		
156.7840576	7.954602018		
156.9747925	2.532370565		
157.1655273	0.635783168		
157.3562622	0.59070706		
157.5469971	1.783966307		
157.7377319	1.687361487		
157.9284668	0.576696209		
158.1192017	0.345897208		
158.3099365	0.95392628		
158.5006714	6.703875022		
158.6914063	7.295253115		
158.8821411	1.507681674		
159.072876	0.241155151		
159.2636108	0.4355488		
159.4543457	1.300516074		
159.6450806	0.974762172		
159.8358154	1.006329555		
160.0265503	1.07380687		
160.2172852	0.680419358		
160.40802	5.588010709		
160.5987549	5.863666413		
160.7894897	1.197067231		
160.9802246	0.575944721		
161.1709595	0.564882845		
161.3616943	0.975894085		
161.5524292	0.960049393		
161.7431641	0.26212537		
161.9338989	0.453366329		
			
