%	Motor: Torque	Motor: Torque	Motor: Torque	Motor: Torque	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Speed controller: Actual speed	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Set position	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Position controller: Lag error	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Two encoder control: Positions difference	CTRL Current controller: Actual stator current quadrature component	CTRL Current controller: Actual stator current quadrature component	CTRL Current controller: Actual stator current quadrature component	CTRL Current controller: Actual stator current quadrature component
Zeit	MittelwertMotorTorque	StandardabweichungMotorTorque	minus3sigmaMotorTorque	plus3sigmaMotorTorque	MittelwertActualSpeed	StandardabweichungActualSpeed	minus3sigmaActualSpeed	plus3sigmaActualSpeed	MittelwertSetPosition	StandardabweichungSetPosition	minus3sigmaSetPosition	plus3sigmaSetPosition	MittelwertLagError	StandardabweichungMittelwertLagError	minus3sigmaMittelwertLagError	plus3sigmaMittelwertLagError	MittelwertPositionsDifference	StandardabweichungPositionsDifference	minus3sigmaPositionsDifference	plus3sigmaPositionsDifference	MittelwertStatorCurrent	StandardabweichungStatorCurrent	minus3sigmaStatorCurrent	plus3sigmaStatorCurrent
0.445199989	0.000159833	3.86401E-05	4.39128E-05	0.000275754	-3.34578E-05	1.56824E-05	-8.0505E-05	1.35894E-05	27.9099973	0.003699663	27.89889832	27.92109629	0.011479418	0.004680569	-0.002562287	0.025521124	-0.011972599	0.00577411	-0.029294928	0.00534973	0.000231236	6.10351E-05	4.81309E-05	0.000414341
0.445599989	0.000133906	3.87595E-05	1.76274E-05	0.000250184	-2.21637E-05	1.31019E-05	-6.14694E-05	1.71421E-05	27.90216827	0.006241459	27.8834439	27.92089265	0.00907007	0.004423027	-0.00419901	0.02233915	-0.011674516	0.005664639	-0.028668433	0.005319401	0.000190064	6.08895E-05	7.39516E-06	0.000372732
0.445999989	0.000107613	3.8772E-05	-8.70348E-06	0.000223929	-1.26666E-05	1.05344E-05	-4.42699E-05	1.89368E-05	27.8965505	0.00859369	27.87076943	27.92233157	0.006627179	0.004328283	-0.006357669	0.019612028	-0.011535563	0.005735032	-0.028740657	0.005669532	0.000148497	6.08796E-05	-3.41419E-05	0.000331136
0.446399989	8.07417E-05	3.88203E-05	-3.57192E-05	0.000197203	-5.05862E-06	7.94385E-06	-2.88902E-05	1.87729E-05	27.8927695	0.010492022	27.86129343	27.92424556	0.004392338	0.004197577	-0.008200393	0.01698507	-0.011323524	0.005722069	-0.02848973	0.005842682	0.000105756	6.10949E-05	-7.75285E-05	0.000289041
0.446799989	5.37039E-05	3.86524E-05	-6.22532E-05	0.000169661	5.31763E-07	5.60447E-06	-1.62816E-05	1.73452E-05	27.89043204	0.011875182	27.85480649	27.92605759	0.002332106	0.004008566	-0.009693591	0.014357803	-0.011096803	0.005828182	-0.02858135	0.006387745	6.32447E-05	6.06005E-05	-0.000118557	0.000245046
0.447199989	2.69742E-05	3.83196E-05	-8.79847E-05	0.000141933	4.1357E-06	3.76799E-06	-7.16828E-06	1.54397E-05	27.88913663	0.012723974	27.85096471	27.92730855	0.000286408	0.003955861	-0.011581173	0.01215399	-0.011036657	0.006039288	-0.02915452	0.007081206	2.14921E-05	6.00334E-05	-0.000158608	0.000201592
0.447599989	1.66055E-08	3.84568E-05	-0.000115354	0.000115387	5.77529E-06	3.67785E-06	-5.25825E-06	1.68088E-05	27.8884608	0.0130409	27.84933809	27.9275835	-0.001820986	0.003753272	-0.013080801	0.009438829	-0.011218476	0.006039852	-0.029338031	0.006901079	-2.14779E-05	6.08131E-05	-0.000203917	0.000160961
0.447999989	-2.73731E-05	3.92415E-05	-0.000145098	9.03515E-05	5.51645E-06	5.04291E-06	-9.61229E-06	2.06452E-05	27.88798141	0.012845794	27.84944403	27.9265188	-0.003748087	0.003739769	-0.014967395	0.00747122	-0.011371158	0.006190151	-0.02994161	0.007199294	-6.45069E-05	6.2254E-05	-0.000251269	0.000122255
0.448399989	-5.52929E-05	3.97606E-05	-0.000174575	6.3989E-05	3.31679E-06	7.1786E-06	-1.8219E-05	2.48526E-05	27.88728015	0.012188417	27.8507149	27.9238454	-0.00565421	0.003644572	-0.016587925	0.005279506	-0.01163997	0.006223666	-0.030310968	0.007031028	-0.000108892	6.26964E-05	-0.000296981	7.91973E-05
0.448799989	-8.36561E-05	3.96721E-05	-0.000202672	3.53602E-05	-7.7059E-07	9.53054E-06	-2.93622E-05	2.7821E-05	27.88594786	0.011176616	27.85241802	27.91947771	-0.007669302	0.00352029	-0.018230171	0.002891566	-0.012145974	0.006215754	-0.030793235	0.006501288	-0.000153612	6.22463E-05	-0.000340351	3.31269E-05
0.449199989	-0.00011193	3.90567E-05	-0.0002291	5.23972E-06	-6.64258E-06	1.17994E-05	-4.20408E-05	2.87556E-05	27.88360087	0.009968076	27.85369664	27.9135051	-0.009723919	0.003512371	-0.020261033	0.000813195	-0.012826589	0.006486819	-0.032287047	0.006633868	-0.000197941	6.07877E-05	-0.000380304	-1.55778E-05
0.449599989	-0.000139752	3.80142E-05	-0.000253794	-2.57092E-05	-1.43161E-05	1.41422E-05	-5.67429E-05	2.81106E-05	27.87986914	0.008862134	27.85328274	27.90645554	-0.01166538	0.003414307	-0.0219083	-0.001422459	-0.013518559	0.006448813	-0.032864999	0.005827881	-0.000241312	5.88437E-05	-0.000417843	-6.47814E-05
0.449999989	-0.000167025	3.64764E-05	-0.000276454	-5.75962E-05	-2.36569E-05	1.64378E-05	-7.29704E-05	2.56566E-05	27.87439919	0.008375192	27.84927361	27.89952476	-0.013555217	0.003265238	-0.02335093	-0.003759504	-0.014301034	0.006479221	-0.033738699	0.00513663	-0.000283614	5.6097E-05	-0.000451905	-0.000115323
0.450399989	-0.000193212	3.44605E-05	-0.000296594	-8.98305E-05	-3.47842E-05	1.86788E-05	-9.08206E-05	2.12521E-05	27.86684958	0.009097993	27.8395556	27.89414356	-0.015326304	0.003123332	-0.024696301	-0.005956307	-0.015117971	0.006426452	-0.034397328	0.004161387	-0.000323851	5.24723E-05	-0.000481268	-0.000166434
0.450799989	-0.000217675	3.18122E-05	-0.000313111	-0.000122238	-4.75645E-05	2.07702E-05	-0.000109875	1.47462E-05	27.85689704	0.011212551	27.82325938	27.89053469	-0.016831713	0.002989588	-0.025800479	-0.007862948	-0.015867822	0.006554916	-0.035532569	0.003796925	-0.000360841	4.78562E-05	-0.00050441	-0.000217273
0.451199989	-0.000240023	2.9169E-05	-0.00032753	-0.000152516	-6.19091E-05	2.26946E-05	-0.000129993	6.17455E-06	27.84423065	0.014451131	27.80087726	27.88758404	-0.018121547	0.002923356	-0.026891614	-0.00935148	-0.016625243	0.006512192	-0.036161819	0.002911333	-0.000394385	4.38953E-05	-0.000526071	-0.000262699
0.451599989	-0.000260419	2.67878E-05	-0.000340783	-0.000180056	-7.76582E-05	2.44864E-05	-0.000151117	-4.19905E-06	27.82855288	0.018502969	27.77304398	27.88406179	-0.019231809	0.002711655	-0.027366775	-0.011096843	-0.017428714	0.0064537	-0.036789813	0.001932386	-0.000424911	4.00522E-05	-0.000545068	-0.000304754
0.451999989	-0.00027908	2.48277E-05	-0.000353563	-0.000204597	-9.47353E-05	2.61186E-05	-0.000173091	-1.63796E-05	27.80958176	0.023163591	27.74009098	27.87907253	-0.020216899	0.002660879	-0.028199536	-0.012234262	-0.018335201	0.006469733	-0.037744401	0.001073999	-0.000452954	3.74222E-05	-0.00056522	-0.000340687
0.452399989	-0.000296007	2.29163E-05	-0.000364756	-0.000227258	-0.000112937	2.76328E-05	-0.000195835	-3.00382E-05	27.78704993	0.028320434	27.70208863	27.87201123	-0.021036074	0.002706132	-0.029154471	-0.012917677	-0.019276696	0.00654043	-0.038897987	0.000344595	-0.000478158	3.4774E-05	-0.00058248	-0.000373836
0.452799989	-0.000311388	2.10996E-05	-0.000374687	-0.000248089	-0.000132198	2.89696E-05	-0.000219107	-4.52893E-05	27.76070404	0.033903088	27.65899478	27.8624133	-0.02163486	0.002765775	-0.029932185	-0.013337536	-0.020180491	0.006655846	-0.040148029	-0.000212953	-0.000501409	3.34405E-05	-0.000601731	-0.000401088
0.453199989	-0.000326357	1.9375E-05	-0.000384482	-0.000268232	-0.000152447	3.02432E-05	-0.000243177	-6.17173E-05	27.73029804	0.039859734	27.61071884	27.84987724	-0.022222052	0.002868	-0.030826052	-0.013618052	-0.021205785	0.00683157	-0.041700496	-0.000711074	-0.000525298	3.19138E-05	-0.00062104	-0.000429557
0.453599989	-0.000340314	1.81232E-05	-0.000394683	-0.000285944	-0.000173596	3.13952E-05	-0.000267781	-7.94099E-05	27.69560846	0.046155458	27.55714208	27.83407483	-0.022570036	0.002692204	-0.030646647	-0.014493425	-0.022102622	0.006796547	-0.042492262	-0.001712982	-0.000546824	3.18448E-05	-0.000642358	-0.00045129
0.453999989	-0.000352998	1.6902E-05	-0.000403704	-0.000302292	-0.000195621	3.25128E-05	-0.00029316	-9.80827E-05	27.65641816	0.052760722	27.498136	27.81470033	-0.022910029	0.002338704	-0.029926141	-0.015893917	-0.023064606	0.006572607	-0.042782426	-0.003346786	-0.000567681	3.22496E-05	-0.00066443	-0.000470933
0.454399989	-0.000364062	1.49719E-05	-0.000408977	-0.000319146	-0.000218474	3.35828E-05	-0.000319223	-0.000117725	27.61252403	0.059649739	27.43357482	27.79147325	-0.023070059	0.002458993	-0.030447038	-0.01569308	-0.023897839	0.006689428	-0.043966122	-0.003829556	-0.000588615	3.15451E-05	-0.00068325	-0.00049398
0.454799989	-0.000373366	1.3433E-05	-0.000413665	-0.000333067	-0.000242164	3.46811E-05	-0.000346207	-0.00013812	27.56373755	0.066801335	27.36333355	27.76414156	-0.023564992	0.002601293	-0.031368871	-0.015761113	-0.02509475	0.006824953	-0.045569608	-0.004619892	-0.000607449	3.09247E-05	-0.000700223	-0.000514675
0.455199989	-0.000381574	1.25935E-05	-0.000419355	-0.000343794	-0.000266574	3.57342E-05	-0.000373777	-0.000159371	27.50988197	0.074193747	27.28730073	27.73246321	-0.024067376	0.002434493	-0.031370854	-0.016763898	-0.026321076	0.006858477	-0.046896507	-0.005745645	-0.000626187	2.96959E-05	-0.000715274	-0.000537099
0.455599988	-0.000389195	1.17861E-05	-0.000424553	-0.000353837	-0.000291756	3.67896E-05	-0.000402125	-0.000181388	27.45079422	0.081806975	27.20537329	27.69621515	-0.024709492	0.002322456	-0.03167686	-0.017742123	-0.027691898	0.006853664	-0.048252889	-0.007130908	-0.00064402	2.72391E-05	-0.000725738	-0.000562303
0.455999988	-0.000396909	1.09097E-05	-0.000429638	-0.00036418	-0.000317572	3.77666E-05	-0.000430872	-0.000204272	27.38631662	0.089620074	27.1174564	27.65517684	-0.025204475	0.002365821	-0.032301939	-0.018107012	-0.028913158	0.007072824	-0.05013163	-0.007694686	-0.000662639	2.51632E-05	-0.000738128	-0.000587149
0.456399988	-0.000404444	1.04069E-05	-0.000435664	-0.000373223	-0.000344059	3.8617E-05	-0.00045991	-0.000228208	27.31631343	0.097620486	27.02345197	27.60917488	-0.025465391	0.002594796	-0.033249778	-0.017681005	-0.029897305	0.007244553	-0.051630963	-0.008163646	-0.000680075	2.46649E-05	-0.000754069	-0.00060608
0.456799988	-0.00041127	1.01573E-05	-0.000441742	-0.000380798	-0.000371117	3.93756E-05	-0.000489244	-0.00025299	27.24065431	0.105789337	26.9232863	27.55802232	-0.025963254	0.002651176	-0.033916783	-0.018009725	-0.031104294	0.007296385	-0.05299345	-0.009215138	-0.00069541	2.39799E-05	-0.00076735	-0.00062347
0.457199988	-0.000417094	9.4679E-06	-0.000445498	-0.00038869	-0.000398771	4.0111E-05	-0.000519104	-0.000278438	27.15921815	0.114107713	26.81689501	27.50154129	-0.026506515	0.002570768	-0.034218819	-0.01879421	-0.032355068	0.007011351	-0.053389121	-0.011321015	-0.000708257	2.23009E-05	-0.00077516	-0.000641355
0.457599988	-0.000422065	8.3775E-06	-0.000447197	-0.000396932	-0.000426986	4.08166E-05	-0.000549436	-0.000304536	27.07190164	0.122561312	26.7042177	27.43958558	-0.026745814	0.002699682	-0.03484486	-0.018646768	-0.033304202	0.006979202	-0.054241807	-0.012366597	-0.000718988	1.95131E-05	-0.000777527	-0.000660448
0.457999988	-0.000426584	7.82093E-06	-0.000450047	-0.000403121	-0.000455687	4.14086E-05	-0.000579913	-0.000331462	26.97860972	0.131133796	26.58520833	27.37201111	-0.027541553	0.002368371	-0.034646664	-0.020436441	-0.034840815	0.006990081	-0.055811058	-0.013870571	-0.000729751	1.89527E-05	-0.000786609	-0.000672893
0.458399988	-0.000431348	7.66332E-06	-0.000454338	-0.000408358	-0.000484876	4.19171E-05	-0.000610627	-0.000359125	26.87925593	0.139807603	26.45983312	27.29867874	-0.028034255	0.002366312	-0.03513319	-0.02093532	-0.036100643	0.006843783	-0.056631993	-0.015569294	-0.000741238	1.96944E-05	-0.000800321	-0.000682155
0.458799988	-0.000435692	7.73693E-06	-0.000458903	-0.000412481	-0.00051443	4.22676E-05	-0.000641233	-0.000387627	26.77376779	0.14857228	26.32805095	27.21948463	-0.028151124	0.002223608	-0.034821948	-0.021480301	-0.037042928	0.006941603	-0.057867736	-0.01621812	-0.000750791	1.97714E-05	-0.000810106	-0.000691477
0.459199988	-0.000438524	6.65958E-06	-0.000458502	-0.000418545	-0.000544413	4.2594E-05	-0.000672195	-0.000416631	26.6620814	0.157406474	26.18986198	27.13430082	-0.028411252	0.002292736	-0.035289462	-0.021533043	-0.038189821	0.006872638	-0.058807736	-0.017571906	-0.000755415	1.66578E-05	-0.000805388	-0.000705441
0.459599988	-0.000440231	5.60887E-06	-0.000457057	-0.000423404	-0.00057461	4.28539E-05	-0.000703172	-0.000446048	26.54414527	0.166302244	26.04523853	27.043052	-0.028770155	0.002275338	-0.035596167	-0.021944142	-0.039520505	0.007159875	-0.061000131	-0.018040879	-0.000758591	1.47261E-05	-0.00080277	-0.000714413
0.459999988	-0.000441877	4.87289E-06	-0.000456495	-0.000427258	-0.000604992	4.30218E-05	-0.000734057	-0.000475927	26.41991456	0.175241204	25.89419095	26.94563818	-0.029335664	0.002001354	-0.035339725	-0.023331603	-0.041128226	0.007277419	-0.062960483	-0.019295969	-0.000762764	1.41035E-05	-0.000805075	-0.000720453
0.460399988	-0.000442951	5.06665E-06	-0.000458151	-0.000427751	-0.000635384	4.31493E-05	-0.000764832	-0.000505936	26.28935591	0.184212287	25.73671905	26.84199278	-0.029376119	0.002023908	-0.035447843	-0.023304394	-0.042264946	0.007183099	-0.063814244	-0.020715648	-0.000764076	1.49868E-05	-0.000809036	-0.000719115
0.460799988	-0.000443431	5.04509E-06	-0.000458566	-0.000428295	-0.000665947	4.33414E-05	-0.000795971	-0.000535923	26.15244706	0.193201656	25.5728421	26.73205203	-0.029484406	0.002179934	-0.036024208	-0.022944604	-0.043512868	0.007254552	-0.065276525	-0.021749212	-0.00076498	1.63362E-05	-0.000813989	-0.000715972
0.461199988	-0.00044388	6.3433E-06	-0.00046291	-0.00042485	-0.000696492	4.34211E-05	-0.000826756	-0.000566229	26.00917498	0.202192957	25.40259611	26.61575385	-0.02964199	0.001965484	-0.035538443	-0.023745537	-0.044862432	0.00698353	-0.065813021	-0.023911842	-0.000766143	1.95923E-05	-0.00082492	-0.000707366
0.461599988	-0.000444418	5.03639E-06	-0.000459527	-0.000429308	-0.000727098	4.3398E-05	-0.000857292	-0.000596904	25.85953299	0.211177237	25.22600128	26.4930647	-0.02956046	0.001970258	-0.035471235	-0.023649685	-0.046016561	0.006983939	-0.066968379	-0.025064744	-0.000767251	1.44463E-05	-0.000810589	-0.000723912
0.461999988	-0.000443721	4.2501E-06	-0.000456471	-0.000430971	-0.000757693	4.32953E-05	-0.000887579	-0.000627807	25.70352586	0.22013653	25.04311627	26.36393545	-0.029577078	0.00173927	-0.034794888	-0.024359268	-0.04732157	0.007114223	-0.06866424	-0.025978901	-0.000763907	1.57413E-05	-0.000811131	-0.000716683
0.462399988	-0.000442278	6.02183E-06	-0.000460344	-0.000424213	-0.000788223	4.31049E-05	-0.000917537	-0.000658908	25.54116853	0.229067325	24.85396655	26.22837051	-0.029467015	0.001698082	-0.03456126	-0.02437277	-0.048561163	0.007190973	-0.070134082	-0.026988244	-0.000759848	2.04962E-05	-0.000821336	-0.000698359
0.462799988	-0.00044049	6.65755E-06	-0.000460462	-0.000420517	-0.000818613	4.28564E-05	-0.000947182	-0.000690044	25.37248103	0.237948327	24.65863605	26.08632601	-0.029452272	0.001887771	-0.035115586	-0.023788959	-0.049948496	0.007084682	-0.071202541	-0.028694451	-0.000755112	2.04019E-05	-0.000816318	-0.000693907
0.463199988	-0.000438234	5.70699E-06	-0.000455355	-0.000421113	-0.000848898	4.25647E-05	-0.000976592	-0.000721204	25.19749737	0.24677475	24.45717312	25.93782162	-0.02929065	0.002035626	-0.035397528	-0.023183772	-0.051252591	0.00700641	-0.072271822	-0.030233361	-0.000749215	1.79754E-05	-0.000803141	-0.000695289
0.463599988	-0.000436712	5.66806E-06	-0.000453717	-0.000419708	-0.000879101	4.21178E-05	-0.001005454	-0.000752748	25.01625379	0.255529957	24.24966392	25.78284366	-0.028992194	0.001766361	-0.034291276	-0.023693112	-0.052485175	0.006614174	-0.072327699	-0.032642652	-0.000746774	1.94611E-05	-0.000805157	-0.00068839
0.463999988	-0.000434057	6.39093E-06	-0.00045323	-0.000414884	-0.00090914	4.176E-05	-0.00103442	-0.00078386	24.82879702	0.2642065	24.03617752	25.62141652	-0.028444778	0.001764348	-0.033737821	-0.023151734	-0.053586068	0.006880729	-0.074228256	-0.03294388	-0.000738069	1.95772E-05	-0.000796801	-0.000679338
0.464399988	-0.00042969	6.07399E-06	-0.000447912	-0.000411468	-0.000938872	4.13134E-05	-0.001062812	-0.000814932	24.63518206	0.272792167	23.81680556	25.45355856	-0.027902775	0.001687217	-0.032964426	-0.022841125	-0.054791105	0.006924672	-0.075565122	-0.034017089	-0.000726432	1.74417E-05	-0.000778757	-0.000674107
0.464799988	-0.000425429	6.84249E-06	-0.000445956	-0.000404901	-0.000968173	4.08885E-05	-0.001090839	-0.000845507	24.43547122	0.281274622	23.59164735	25.27929508	-0.02738508	0.001752145	-0.032641515	-0.022128646	-0.056088594	0.006790379	-0.076459731	-0.035717457	-0.000716289	2.21041E-05	-0.000782601	-0.000649977
0.465199988	-0.000421136	7.40135E-06	-0.00044334	-0.000398932	-0.000997082	4.03896E-05	-0.00111825	-0.000875913	24.22973506	0.289647025	23.36079398	25.09867613	-0.026805271	0.001903843	-0.0325168	-0.021093742	-0.057393474	0.006893065	-0.078072669	-0.036714279	-0.000706109	2.17639E-05	-0.000771401	-0.000640817
0.465599988	-0.00041677	6.62637E-06	-0.000436649	-0.000396891	-0.001025562	3.97013E-05	-0.001144666	-0.000906458	24.01805337	0.297896477	23.12436394	24.9117428	-0.026037153	0.001906313	-0.031756093	-0.020318213	-0.05855109	0.006687806	-0.078614508	-0.038487673	-0.000695243	1.86631E-05	-0.000751232	-0.000639253
0.465999988	-0.000411262	8.84555E-06	-0.000437799	-0.000384726	-0.001053644	3.90355E-05	-0.001170751	-0.000936538	23.80050659	0.306015819	22.88245914	24.71855405	-0.024996177	0.001786922	-0.030356944	-0.019635411	-0.059482661	0.006551399	-0.079136857	-0.039828466	-0.000680908	2.60821E-05	-0.000759154	-0.000602661
0.466399988	-0.000405767	8.30631E-06	-0.000430686	-0.000380848	-0.00108122	3.8226E-05	-0.001195898	-0.000966542	23.57718786	0.313991955	22.63521199	24.51916372	-0.024111914	0.001850701	-0.029664018	-0.018559811	-0.06061286	0.006673523	-0.080633429	-0.04059229	-0.000668269	2.10192E-05	-0.000731327	-0.000605211
0.466799988	-0.000400728	8.69953E-06	-0.000426827	-0.00037463	-0.00110835	3.7453E-05	-0.001220709	-0.000995991	23.34819667	0.321820572	22.38273495	24.31365838	-0.023302431	0.002360662	-0.030384416	-0.016220446	-0.061858676	0.006573008	-0.0815777	-0.042139653	-0.000656518	2.48159E-05	-0.000730965	-0.00058207
0.467199988	-0.000395209	8.86848E-06	-0.000421815	-0.000368604	-0.00113495	3.66356E-05	-0.001244857	-0.001025043	23.11363665	0.329487873	22.12517303	24.10210027	-0.022446841	0.002054177	-0.028609371	-0.016284311	-0.063097271	0.006512191	-0.082633845	-0.043560696	-0.000642583	2.22366E-05	-0.000709293	-0.000575873
0.467599988	-0.000388666	9.07227E-06	-0.000415883	-0.000361449	-0.001160896	3.58094E-05	-0.001268324	-0.001053468	22.8736159	0.336987625	21.86265303	23.88457877	-0.02125515	0.002247625	-0.027998024	-0.014512275	-0.0640283	0.006508145	-0.083552735	-0.044503866	-0.000625595	2.51161E-05	-0.000700943	-0.000550246
0.467999988	-0.000382411	9.97365E-06	-0.000412332	-0.00035249	-0.001186258	3.48907E-05	-0.00129093	-0.001081586	22.62825489	0.34431366	21.59531391	23.66119587	-0.020000902	0.002142023	-0.02642697	-0.013574834	-0.064900018	0.006424821	-0.084174482	-0.045625555	-0.000612294	2.40279E-05	-0.000684377	-0.00054021
0.468399988	-0.000375741	1.06112E-05	-0.000407574	-0.000343907	-0.001210925	3.39507E-05	-0.001312777	-0.001109073	22.3776776	0.351454103	21.32331529	23.43203991	-0.019016947	0.002468366	-0.026422044	-0.01161185	-0.066037787	0.006352696	-0.085095874	-0.046979699	-0.000595592	2.5949E-05	-0.000673439	-0.000517745
0.468799988	-0.000368545	1.25933E-05	-0.000406325	-0.000330766	-0.001234909	3.29279E-05	-0.001333692	-0.001136125	22.12200928	0.358402913	21.04680054	23.19721802	-0.018028016	0.002313919	-0.024969772	-0.011086259	-0.067149274	0.00643059	-0.086441043	-0.047857505	-0.000579346	2.67347E-05	-0.00065955	-0.000499142
0.469199988	-0.000360736	1.32431E-05	-0.000400465	-0.000321006	-0.001258289	3.18683E-05	-0.001353893	-0.001162684	21.86138662	0.365151803	20.76593121	22.95684203	-0.016492981	0.002528006	-0.024076999	-0.008908964	-0.067684961	0.006321383	-0.086649109	-0.048720813	-0.000562739	2.58753E-05	-0.000640365	-0.000485113
0.469599988	-0.000352885	1.45425E-05	-0.000396513	-0.000309258	-0.001281022	3.07448E-05	-0.001373257	-0.001188788	21.59594663	0.371693762	20.48086535	22.71102791	-0.015379162	0.002273529	-0.022199749	-0.008558574	-0.068630949	0.006280569	-0.087472654	-0.049789243	-0.000548782	2.49544E-05	-0.000623645	-0.000473919
0.469999988	-0.00034203	1.59963E-05	-0.000390019	-0.000294041	-0.001302995	2.97402E-05	-0.001392215	-0.001213774	21.32583809	0.378025009	20.19176306	22.45991312	-0.014476656	0.002606026	-0.022294734	-0.006658577	-0.069777608	0.006237899	-0.088491306	-0.05106391	-0.000528091	2.80021E-05	-0.000612097	-0.000444085
0.470399988	-0.000331434	1.56744E-05	-0.000378457	-0.000284411	-0.001324216	2.86229E-05	-0.001410085	-0.001238347	21.05120373	0.384132809	19.8988053	22.20360215	-0.013212785	0.002299937	-0.020112595	-0.006312975	-0.070529722	0.006252269	-0.08928653	-0.051772913	-0.000512883	2.44091E-05	-0.00058611	-0.000439655
0.470799988	-0.000319685	1.67174E-05	-0.000369838	-0.000269533	-0.001344605	2.75018E-05	-0.00142711	-0.001262099	20.77220694	0.390017666	19.60215395	21.94225994	-0.011807492	0.002592248	-0.019584236	-0.004030749	-0.071099818	0.006076304	-0.08932873	-0.052870906	-0.000492924	2.86053E-05	-0.00057874	-0.000407108
0.471199988	-0.000308547	1.70936E-05	-0.000359828	-0.000257266	-0.001364193	2.63012E-05	-0.001443096	-0.001285289	20.48900159	0.395667985	19.30199764	21.67600555	-0.010492579	0.002495482	-0.017979024	-0.003006135	-0.071688924	0.006068037	-0.089893034	-0.053484813	-0.000475982	2.73121E-05	-0.000557919	-0.000394046
0.471599988	-0.000296248	1.74831E-05	-0.000348698	-0.000243799	-0.001383007	2.51322E-05	-0.001458404	-0.001307611	20.20174948	0.401080894	18.9985068	21.40499216	-0.009544316	0.002368323	-0.016649284	-0.002439347	-0.072599743	0.006317426	-0.09155202	-0.053647465	-0.000456033	2.86413E-05	-0.000541957	-0.000370109
0.471999988	-0.000285183	1.65044E-05	-0.000334697	-0.00023567	-0.001401016	2.39869E-05	-0.001472976	-0.001329055	19.91062005	0.406248181	18.69187551	21.1293646	-0.008209444	0.002450927	-0.015562224	-0.000856664	-0.073047409	0.005986468	-0.091006814	-0.055088005	-0.000439436	2.62002E-05	-0.000518037	-0.000360835
0.472399988	-0.000272726	1.75646E-05	-0.00032542	-0.000220033	-0.001418064	2.27309E-05	-0.001486257	-0.001349871	19.61578433	0.411168801	18.38227792	20.84929073	-0.007146768	0.002349422	-0.014195033	-9.85028E-05	-0.07371977	0.005959719	-0.091598926	-0.055840614	-0.00041903	2.87319E-05	-0.000505226	-0.000332835
0.472799988	-0.000260887	1.70926E-05	-0.000312165	-0.000209609	-0.001434383	2.16174E-05	-0.001499236	-0.001369531	19.31741714	0.415834528	18.06991356	20.56492073	-0.006376596	0.002403255	-0.013586362	0.00083317	-0.074580348	0.006132377	-0.09297748	-0.056183216	-0.00040026	2.74614E-05	-0.000482645	-0.000317876
0.473199988	-0.000248426	1.81119E-05	-0.000302761	-0.00019409	-0.001449652	2.02536E-05	-0.001510413	-0.001388891	19.01569843	0.420244061	17.75496625	20.27643062	-0.005069351	0.002507937	-0.01259316	0.002454459	-0.074836932	0.005834602	-0.092340736	-0.057333127	-0.000381169	2.93181E-05	-0.000469123	-0.000293214
0.473599988	-0.000235979	1.84068E-05	-0.0002912	-0.000180759	-0.001464113	1.91812E-05	-0.001521657	-0.001406569	18.71080621	0.424387998	17.43764222	19.9839702	-0.003873225	0.00231461	-0.010817055	0.003070604	-0.075093245	0.005953562	-0.092953931	-0.057232559	-0.000360778	2.99411E-05	-0.000450601	-0.000270954
0.473999988	-0.00022383	1.82164E-05	-0.000278479	-0.00016918	-0.001477628	1.76611E-05	-0.001530611	-0.001424644	18.40292899	0.428265602	17.11813218	19.68772579	-0.003026411	0.002343234	-0.010056113	0.004003291	-0.075593145	0.005822773	-0.093061462	-0.058124827	-0.00034279	2.84945E-05	-0.000428274	-0.000257307
0.474399988	-0.000211188	1.86149E-05	-0.000267033	-0.000155344	-0.001490419	1.65746E-05	-0.001540143	-0.001440695	18.09225337	0.431872747	16.79663513	19.38787161	-0.002617648	0.002435671	-0.009924662	0.004689367	-0.076465188	0.005817603	-0.093917997	-0.059012378	-0.000321748	3.01713E-05	-0.000412262	-0.000231234
0.474799988	-0.000199251	1.83619E-05	-0.000254337	-0.000144165	-0.001502162	1.51046E-05	-0.001547475	-0.001456848	17.77897008	0.435205884	16.47335243	19.08458773	-0.001512139	0.002321161	-0.008475621	0.005451343	-0.076538514	0.005833973	-0.094040433	-0.059036595	-0.000303382	2.87948E-05	-0.000389766	-0.000216997
0.475199988	-0.000185891	1.93539E-05	-0.000243952	-0.000127829	-0.001513001	1.3937E-05	-0.001554811	-0.00147119	17.46327432	0.438260733	16.14849212	18.77805652	-0.000672259	0.002149006	-0.007119277	0.00577476	-0.076811918	0.005761197	-0.094095508	-0.059528328	-0.000282191	3.15976E-05	-0.000376984	-0.000187399
0.475599988	-0.000173028	1.91894E-05	-0.000230597	-0.00011546	-0.001522908	1.24573E-05	-0.00156028	-0.001485536	17.14535904	0.441035755	15.82225178	18.4684663	-0.000341813	0.002325668	-0.007318818	0.006635192	-0.077461285	0.005615461	-0.094307669	-0.060614901	-0.000261887	3.02734E-05	-0.000352707	-0.000171067
